"","Nombre","Equipo & Posicion","Peso","Altura","Nacionalidad","Juegos Jugados","Juegos Titular","Goles","Autogoles","Minutos Jugados","Tarjetas Amarillas","Tarjetas Rojas"
"547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","José Santiago Hernández García","Portero en Atlas (LIGA MX) para Apertura 2019 - Clausura 2022","80 kg","1.82","Mexicano",NA,NA,NA,"0",NA,NA,NA
"555","Camilo Andrés Vargas Gil","Portero en Atlas (LIGA MX) para Apertura 2019 - Clausura 2022","82 kg","1.87","Colombiano","10","10",NA,"0","900","1",NA
"556","Edgar Adolfo Hernández Téllez","Portero en Atlas (LIGA MX) para Apertura 2019 - Clausura 2020","84 kg","1.87","Mexicano",NA,NA,NA,"0",NA,NA,NA
"557","Hugo Martín Nervo ","Defensa en Atlas (LIGA MX) para Apertura 2019 - Clausura 2020","80 kg","1.8","Argentino","9","9",NA,"0","757","1","1"
"558","Ismael Govea Solorzano","Defensa en Atlas (LIGA MX) para Apertura 2019 - Apertura 2022","75 kg","1.78","Mexicano","9","9",NA,"0","792","2",NA
"559","José Javier Abella Fanjul","Defensa en Atlas (LIGA MX) para Clausura 2020 - Apertura 2020","73 kg","1.75","Mexicano","8","7","1","0","590",NA,"1"
"560","Anderson Santamaría Bardales","Defensa en Atlas (LIGA MX) para Apertura 2019 - Clausura 2022","79 kg","1.84","Peruano",NA,NA,NA,"0",NA,NA,NA
"561","Brayton Josué Vázquez Vélez","Defensa en Atlas (LIGA MX) para Apertura 2019 - Clausura 2022","78 kg","1.81","Mexicano","2","1",NA,"0","135",NA,NA
"562","Diego Armando Barbosa Zaragoza","Defensa en Atlas (LIGA MX) para Apertura 2019 - Clausura 2022","70 kg","1.73","Mexicano","3","3","1","0","270","1",NA
"563","Jesús Alberto Angulo Uriarte","Defensa en Atlas (LIGA MX) para Apertura 2019 - Clausura 2020","75 kg","1.78","Mexicano",NA,NA,NA,"0",NA,NA,NA
"564","Germán Andrés Conti ","Defensa en Atlas (LIGA MX) para Clausura 2020 - Apertura 2020","75 kg","1.83","Argentino","7","7",NA,"0","630","1",NA
"565","Edgar Zaldivar Valverde","Medio en Atlas (LIGA MX) para Apertura 2019 - Apertura 2022","75 kg","1.72","Mexicano","5","3",NA,"0","340",NA,NA
"566","Ían Jairo Misael Torres Ramírez","Medio en Atlas (LIGA MX) para Apertura 2019 - Apertura 2022","67 kg","1.7","Mexicano","6","4",NA,"0","360",NA,"1"
"567","Ulíses Israel Cardona Carrillo","Medio en Atlas (LIGA MX) para Apertura 2019 - Clausura 2022","70 kg","1.78","Mexicano","6","6",NA,"0","462",NA,NA
"568","Daniel Aguilar Muñoz","Medio en Atlas (LIGA MX) para Apertura 2019 - Clausura 2022","76 kg","1.75","Mexicano",NA,NA,NA,"0",NA,NA,NA
"569","Mauricio Andrés Cuero Castillo","Medio en Atlas (LIGA MX) para Apertura 2019 - Clausura 2020","83 kg","1.78","Colombiano","5","2","2","0","239","1",NA
"570","Faberth Manuel Balda Rodríguez","Medio en Atlas (LIGA MX) para Apertura 2019 - Clausura 2022","70 kg","1.78","Ecuatoriano","1","1",NA,"0","45",NA,NA
"571","Lorenzo Enrique Reyes Vicencio","Medio en Atlas (LIGA MX) para Apertura 2019 - Clausura 2021","70 kg","1.7","Chileno","7","7",NA,"0","567","1",NA
"572","Jesús Antonio Isijara Rodríguez","Medio en Atlas (LIGA MX) para Clausura 2020 - Apertura 2021","78 kg","1.79","Mexicano","9","5",NA,"0","504",NA,NA
"573","Ignacio Alejandro Jeraldino Jil","Delantero en Atlas (LIGA MX) para Clausura 2020 - Apertura 2023","77 kg","1.8","Chileno","9","9","2","0","772","4",NA
"574","Luciano Federico Acosta ","Delantero en Atlas (LIGA MX) para Clausura 2020 - Apertura 2022","60 kg","1.7","Argentino","10","10","1","0","807","3",NA
"575","Edson Ulíses Rivera Vargas","Delantero en Atlas (LIGA MX) para Apertura 2019 - Clausura 2020","78 kg","1.8","Mexicano","6","2",NA,"0","185",NA,NA
"576","Marcelo Javier Correa ","Delantero en Atlas (LIGA MX) para Apertura 2019 - Clausura 2020","80 kg","1.8","Argentino","8","4","2","0","436","3",NA
"577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","Marcelo Alberto Barovero ","Portero en Monterrey (LIGA MX)","72.5 kg","1.82","Argentino","10","10",NA,"0","900","1",NA
"586","Luis Alberto Cárdenas López","Portero en Monterrey (LIGA MX) para Apertura 2019 - Clausura 2024","84.1 kg","1.83","Mexicano",NA,NA,NA,"0",NA,NA,NA
"587","Edson Alan Reséndez Sánchez","Portero en Monterrey (LIGA MX) para Apertura 2018 - Clausura 2023","82.3 kg","1.81","Mexicano",NA,NA,NA,"0",NA,NA,NA
"588","César Jasib Montes Castro","Defensa Central en Monterrey (LIGA MX) para Apertura 2018 - Apertura 2022","70 kg","1.91","Mexicano","8","7",NA,"0","653","1",NA
"589","Nicolás Gabriel Sánchez ","Defensa Central en Monterrey (LIGA MX) para Clausura 2020 - Clausura 2021","74 kg","1.82","Argentino","9","9","2","0","764","3","1"
"590","Edson Antonio Gutiérrez Moreno","Defensa Lateral en Monterrey (LIGA MX) para Apertura 2018 - Clausura 2023","67 kg","1.76","Mexicano","2","1",NA,"0","103",NA,NA
"591","Leonel Jesús Vangioni ","Defensa Lateral en Monterrey (LIGA MX)","68 kg","1.78","Argentino","4","4",NA,"0","283",NA,NA
"592","José María Basanta ","Defensa Central en Monterrey (LIGA MX)","78.3 kg","1.88","Mexicano","4","4",NA,"0","331","1",NA
"593","Jesús Daniel Gallardo Vasconcelos","Defensa Lateral en Monterrey (LIGA MX) para Apertura 2018 - Clausura 2023","73 kg","1.76","Mexicano","8","8","3","0","720","3",NA
"594","Miguel Arturo Layún Prado","Defensa Lateral en Monterrey (LIGA MX) para Clausura 2019 - Apertura 2021","71 kg","1.78","Mexicano","10","7","1","0","667",NA,NA
"595","John Stefan Medina Ramírez","Defensa en Monterrey (LIGA MX) para Apertura 2018 - Apertura 2021","72 kg","1.8","Colombiano","10","10",NA,"0","900","1",NA
"596","Claudio Matías Kranevitter ","Medio en Monterrey (LIGA MX) para Clausura 2020 - Apertura 2023","67 kg","1.78","Argentino","3","3",NA,"0","260",NA,NA
"597","Celso Fabián Ortíz Gamarra","Medio en Monterrey (LIGA MX) para Apertura 2019 - Clausura 2021","74.5 kg","1.74","Paraguayo","9","8",NA,"0","734","1",NA
"598","Arturo Alfonso González González","Medio Ofensivo en Monterrey (LIGA MX) para Apertura 2018 - Clausura 2021","79.2 kg","1.75","Mexicano","6",NA,NA,"0","108","1",NA
"599","Jonathan Alexander González Mendoza","Medio en Monterrey (LIGA MX) para Apertura 2018 - Clausura 2022","62 kg","1.75","Mexicano","4","1",NA,"0","130",NA,NA
"600","Carlos Alberto Rodríguez Gómez","Medio en Monterrey (LIGA MX) para Apertura 2018 - Clausura 2023","66 kg","1.76","Mexicano","9","9",NA,"0","720","2",NA
"601","Maximiliano Eduardo Meza ","Medio en Monterrey (LIGA MX) para Clausura 2019 - Apertura 2023","80 kg","1.81","Argentino","7","5",NA,"0","445","2",NA
"602","William Hudson Silva De Almeida","Medio en Monterrey (LIGA MX) para Apertura 2019 - Clausura 2020","76 kg","1.78","Mexicano",NA,NA,NA,"0",NA,NA,NA
"603","Eric David Cantú Guerrero","Medio en Monterrey (LIGA MX) para Apertura 2019 - Clausura 2023","72.4 kg","1.78","Mexicano",NA,NA,NA,"0",NA,NA,NA
"604","Rogelio Gabriel Funes Mori ","Delantero en Monterrey (LIGA MX) para Apertura 2018 - Apertura 2022","78.8 kg","1.86","Argentino","9","9","2","0","810","5",NA
"605","Dorlan Mauricio Pabón Ríos","Delantero en Monterrey (LIGA MX) para Apertura 2019 - Clausura 2022","74.4 kg","1.7","Colombiano","9","7",NA,"0","528","2",NA
"606","Vincent Petrus Anna Sebastiaan Janssen ","Delantero en Monterrey (LIGA MX) para Apertura 2019 - Clausura 2024","79 kg","1.84","Neerlandés","6","2",NA,"0","294","1",NA
"607","Ake Arnaud Loba ","Delantero en Monterrey (LIGA MX) para Clausura 2020 - Apertura 2023","72 kg","1.79","Costamarfileño","3","2","1","0","119",NA,NA
"608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
